seed,run_dir,tick,total_count,ancestry_count,ancestry_fraction,family_species_count
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1700,1263,550,0.43547110055423593,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1800,1372,681,0.4963556851311953,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,1900,1586,784,0.4943253467843632,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2000,1600,838,0.52375,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2100,1591,831,0.5223130106851037,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2200,1593,872,0.5473948524795983,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2300,1597,897,0.5616781465247339,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2400,1600,916,0.5725,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2500,1600,951,0.594375,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2600,1597,966,0.6048841577958672,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2700,1600,994,0.62125,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2800,1600,1016,0.635,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,2900,1600,1051,0.656875,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,3000,1598,1067,0.6677096370463079,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,3100,1600,1092,0.6825,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,3200,1597,1116,0.6988102692548529,146
202608325,experiments/stringmol/runs/global-positive-control/mixed/seed_202608325,3300,1597,1139,0.7132122730118973,146
